url,text,date,filename
https://groups.google.com/group/Official-MPD-1D/attach/18b0b0af384b2f/ListServ%20Daily%20CRIME%20Report.pdf?part=0.1,Crime Report PDF,,ListServ%20Daily%20CRIME%20Report.pdf
