url,text,date,filename
https://groups.google.com/group/Official-MPD-1D/attach/1134db825ce77/ListServ%20Daily%20CRIME%20Report-2024-06-07.pdf?part=0.1,Crime Report PDF,24-06-07,ListServ%20Daily%20CRIME%20Report-2024-06-07.pdf
