url,text,date,filename
https://groups.google.com/group/Official-MPD-1D/attach/bf011c2dc6a5a/ListServ%20Daily%20CRIME%20Report-2025-08-26.pdf?part=0.1,Crime Report PDF,25-08-26,ListServ%20Daily%20CRIME%20Report-2025-08-26.pdf
